Date,Open,High,Low,Close,Adj Close,Volume
10/11/2017,119.209999,119.519997,118.580002,119.330002,118.223289,3926100
10/12/2017,118.489998,119.650002,118.309998,119.139999,118.035049,3929700
10/13/2017,119.790001,120,119.07,119.160004,118.054871,4640100
10/16/2017,119.839996,120.889999,119.43,120.129997,119.015869,5500700
10/17/2017,120.230003,120.739998,119.830002,120.220001,119.105034,4844300
10/18/2017,119.400002,120.019997,117.989998,118.150002,117.054237,5505100
10/19/2017,118.059998,118.739998,117.949997,118.199997,117.103767,4576600
10/20/2017,118.610001,118.779999,118.07,118.639999,117.539688,4924300
10/23/2017,118.720001,119.300003,118.449997,118.93,117.827003,3872400
10/24/2017,119.480003,119.919998,119.07,119.230003,118.124222,4472400
10/25/2017,119,119.440002,118.150002,118.440002,117.341545,4553100
10/26/2017,118.779999,119,118.139999,118.440002,117.341545,4092900
10/27/2017,116.129997,116.400002,112.57,113.540001,112.486992,14534100
10/30/2017,113.169998,115.099998,112.839996,114.389999,113.329102,7517800
10/31/2017,114.449997,116.379997,113.82,115.889999,114.815193,7154800
11/1/2017,116.300003,116.970001,115.349998,115.900002,114.825104,5030300
11/2/2017,116.209999,116.470001,114.709999,115.330002,114.260391,4329600
11/3/2017,115.480003,115.75,114.730003,114.989998,113.923538,4101800
11/6/2017,115.370003,117.160004,114.989998,117.040001,115.954529,5950300
11/7/2017,117.379997,118,116.480003,117.239998,116.152672,5219500
11/8/2017,116.779999,117.150002,115.900002,116.669998,115.587959,5092800
11/9/2017,115.900002,117.5,115.620003,117.239998,116.152672,5103300
11/10/2017,116.709999,117.309998,116.099998,117.18,116.093231,5156900
11/13/2017,117.220001,117.769997,116.68,117.230003,116.142769,4279200
11/14/2017,116.82,117.260002,116.25,116.919998,115.83564,6996500
11/15/2017,116.209999,117.230003,116.07,116.449997,115.369995,5372600
11/16/2017,115.25,115.82,114.379997,114.57,114.57,5888700
11/17/2017,114.669998,114.989998,113.900002,114.709999,114.709999,4337500
11/20/2017,114.769997,115.029999,114.440002,114.720001,114.720001,4634200
11/21/2017,115.139999,115.860001,114.919998,115.169998,115.169998,4596000
11/22/2017,115.489998,116.779999,115.32,115.910004,115.910004,3951000
11/24/2017,116.550003,116.849998,116.309998,116.510002,116.510002,1744200
11/27/2017,115.849998,116.029999,115.239998,115.589996,115.589996,4490300
11/28/2017,115.919998,116.809998,115.739998,116.449997,116.449997,4004700
11/29/2017,116.199997,117.25,115.830002,117.18,117.18,3661000
11/30/2017,117.260002,119.150002,117.230003,118.989998,118.989998,7896600
12/1/2017,119.809998,120.459999,118.519997,119.510002,119.510002,6831800
12/4/2017,119.809998,122.300003,119.370003,120.839996,120.839996,7366400
12/5/2017,120.540001,121.400002,120.150002,120.389999,120.389999,4380700
12/6/2017,119.989998,120.879997,119.519997,119.610001,119.610001,4852500
12/7/2017,119.5,120.099998,118.959999,119.629997,119.629997,4908500
12/8/2017,119.959999,120.239998,119.099998,119.919998,119.919998,4122200
12/11/2017,120.290001,121.110001,120.120003,120.419998,120.419998,5929700
12/12/2017,119.809998,120.739998,119.559998,119.68,119.68,4300200
12/13/2017,119.43,120.169998,118.68,119.93,119.93,4399800
12/14/2017,119.809998,120.279999,119.5,119.529999,119.529999,3736900
12/15/2017,120.440002,120.470001,119.510002,119.730003,119.730003,11226900
12/18/2017,119.919998,121.290001,119.620003,119.699997,119.699997,4654100
12/19/2017,120.32,120.75,119.510002,119.839996,119.839996,4599300
12/20/2017,120.279999,121.300003,119.650002,120.889999,120.889999,6286700
12/21/2017,121.389999,125.349998,121.07,124.82,124.82,10109000
12/22/2017,124.849998,125.650002,124.57,124.980003,124.980003,4735100
12/26/2017,125.230003,126.139999,125.050003,125.980003,125.980003,3348500
12/27/2017,125.959999,126.199997,125.129997,125.550003,125.550003,3452300
12/28/2017,125.690002,125.889999,125.290001,125.580002,125.580002,2191800
12/29/2017,125.360001,125.980003,125.190002,125.190002,125.190002,3829000
1/2/2018,125.709999,127.739998,125.540001,127.580002,127.580002,5626000
1/3/2018,127.459999,128.940002,126.900002,128.509995,128.509995,5805500
1/4/2018,127.949997,128.350006,127.220001,128.110001,128.110001,4598300
1/5/2018,127.970001,128.100006,127.099998,127.900002,127.900002,4189200
1/8/2018,127.860001,128.630005,127.629997,128.529999,128.529999,4826100
1/9/2018,128.429993,128.940002,127.790001,127.839996,127.839996,4422300
1/10/2018,128.309998,128.759995,127.800003,128.660004,128.660004,5292200
1/11/2018,128.919998,133.320007,128.759995,132.570007,132.570007,11641300
1/12/2018,132.190002,133.850006,132.110001,133.600006,133.600006,7205800
